"unitid","institution name","year","C2009_A.CIP Code -  2000 Classification","CipTitle","C2009_A.First or Second Major","C2009_A.Award Level code","C2009_A_RV.Grand total","IDX_C"
"116040","LA College International","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","6","-2"
"116439","Irvine Valley College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","14","-2"
"116439","Irvine Valley College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"116439","Irvine Valley College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","8","-2"
"116439","Irvine Valley College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","2","-2"
"116439","Irvine Valley College","2009","'15'","Engineering technologies/technicians.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"116439","Irvine Valley College","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","2","-2"
"116439","Irvine Valley College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","5","-2"
"116439","Irvine Valley College","2009","'40'","Physical sciences.","First major","Associate's degree","12","-2"
"116466","ITT Technical Institute-San Diego","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","77","-2"
"116466","ITT Technical Institute-San Diego","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","25","-2"
"116466","ITT Technical Institute-San Diego","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","80","-2"
"116466","ITT Technical Institute-San Diego","2009","'15'","Engineering technologies/technicians.","First major","Bachelor's degree","21","-2"
"116475","ITT Technical Institute-San Dimas","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","55","-2"
"116475","ITT Technical Institute-San Dimas","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","20","-2"
"116475","ITT Technical Institute-San Dimas","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","82","-2"
"116475","ITT Technical Institute-San Dimas","2009","'15'","Engineering technologies/technicians.","First major","Bachelor's degree","20","-2"
"116484","ITT Technical Institute-Orange","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","44","-2"
"116484","ITT Technical Institute-Orange","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","15","-2"
"116484","ITT Technical Institute-Orange","2009","'15'","Engineering technologies/technicians.","First major","Associate's degree","98","-2"
"116484","ITT Technical Institute-Orange","2009","'15'","Engineering technologies/technicians.","First major","Bachelor's degree","22","-2"
"117052","Reedley College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","1","-2"
"117052","Reedley College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","1","-2"
"117052","Reedley College","2009","'14'","Engineering.","First major","Associate's degree","3","-2"
"117052","Reedley College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","0","-2"
"117052","Reedley College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","6","-2"
"117052","Reedley College","2009","'40'","Physical sciences.","First major","Associate's degree","1","-2"
"117113","The Art Institute of California-Argosy University San Diego","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","85","-2"
"117140","University of La Verne","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","10","-2"
"117140","University of La Verne","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","3","-2"
"117140","University of La Verne","2009","'40'","Physical sciences.","First major","Bachelor's degree","5","-2"
"117195","Lake Tahoe Community College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","0","-2"
"117195","Lake Tahoe Community College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"117195","Lake Tahoe Community College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","0","-2"
"117195","Lake Tahoe Community College","2009","'27'","Mathematics and statistics.","First major","Associate's degree","5","-2"
"117247","Laney College","2009","'11'","Computer and information sciences and support services.","First major","Award of less than 1 academic year","0","-2"
"117247","Laney College","2009","'11'","Computer and information sciences and support services.","First major","Award of at least 1 but less than 2 academic years","0","-2"
"117247","Laney College","2009","'11'","Computer and information sciences and support services.","First major","Associate's degree","0","-2"
"117247","Laney College","2009","'15'","Engineering technologies/technicians.","First major","Award of less than 1 academic year","12","-2"
